site_id,2022,2023,2024,avg2022_24,yrs_over12,yrs_over9,days_over35,max_value,min_value,cnty_fips,cnty_nm,latitude,longitude,sensor_created_date,monitor_type
2386,6.55767955801105,7.72889502762431,7.111431209602954,7.132668598412772,0,0,2,37.96666666666667,0.9066666666666667,48167,Galveston,29.532282,-95.07647,2017-07-31 20:17:54,PurpleAir
3033,7.184091760299625,8.936270718232043,7.931611418047882,8.017324632193183,0,0,1,38.64666666666666,1.3033333333333332,48201,Harris,29.955063,-95.73739,2017-08-23 17:30:17,PurpleAir
3298,8.50281767955801,9.88160220994475,9.340945821854913,9.241788570452558,0,2,4,46.35333333333333,1.3033333333333332,48201,Harris,29.58335,-95.12009,2017-09-13 22:31:13,PurpleAir
3396,,,4.088744855967078,,0,0,1,35.7,0.0,48201,Harris,29.571447,-95.12401,2017-09-14 17:53:59,PurpleAir
3777,6.658959484346225,9.052891344383056,8.383,8.031616942909759,0,1,4,49.81,0.7933333333333332,48201,Harris,29.762896,-95.70764,2017-10-06 19:15:54,PurpleAir
6752,7.9630833333333335,8.481898148148147,7.498726053639848,7.981235845040442,0,0,2,41.53666666666667,1.19,48201,Harris,29.71706,-95.30876,2018-01-30 20:02:52,PurpleAir
25999,8.345340699815837,9.603747697974217,11.141904761904762,9.696997719898272,0,2,6,86.98333333333332,0.9633333333333333,48201,Harris,30.053808,-95.494644,2019-02-04 18:20:00,PurpleAir
27009,1.964548802946593,2.3975322283609577,2.379687786960514,2.2472562727560215,0,0,1,37.4,0.22666666666666668,48201,Harris,29.73305,-95.585686,2019-02-19 18:59:13,PurpleAir
27821,3.0208655616942908,3.46767619047619,3.627784037558685,3.3721085965763886,0,0,0,20.4,0.45333333333333325,48201,Harris,29.77074,-95.370056,2019-03-01 22:54:37,PurpleAir
27905,8.27536832412523,7.426620626151013,5.916889534883721,7.206292828386654,0,0,1,45.843333333333334,0.9633333333333333,48201,Harris,29.790651,-95.113846,2019-03-04 15:23:33,PurpleAir
28851,7.378876611418048,8.509548802946593,8.115041322314049,8.001155578892897,0,0,3,47.88333333333333,0.9633333333333334,48201,Harris,29.73305,-95.585686,2019-03-14 16:22:44,PurpleAir
30593,6.555174953959485,7.657826887661141,5.630137741046832,6.614379860889152,0,0,2,39.32666666666667,0.5666666666666667,48157,Fort Bend,29.557081,-95.74033,2019-04-17 15:02:37,PurpleAir
31163,7.058443830570902,,6.807180899908173,,0,0,1,45.730000000000004,0.51,48201,Harris,29.78264,-95.37274,2019-05-01 16:20:13,PurpleAir
34399,0.7133425414364641,0.8731675874769796,1.2036126629422719,0.9300409306185718,0,0,0,8.386666666666667,0.11333333333333334,48201,Harris,29.762451,-95.46637,2019-07-11 19:15:51,PurpleAir
34431,0.7485635359116023,0.8847513812154696,1.2438175046554933,0.9590441405941884,0,0,0,7.99,0.11333333333333334,48201,Harris,29.762514,-95.46598,2019-07-11 19:18:03,PurpleAir
46237,,,3.841279926335175,,0,0,0,19.04,0.5666666666666667,48201,Harris,29.70283,-95.443855,2020-01-15 23:48:56,PurpleAir
47879,,,8.951616161616162,,0,0,2,44.25666666666666,1.3599999999999999,48201,Harris,29.740562,-95.39085,2020-02-03 20:02:54,PurpleAir
50567,,,9.360648769574944,,0,1,2,42.16,1.4166666666666665,48201,Harris,29.691015,-95.13602,2020-03-20 14:31:30,PurpleAir
51823,5.999622467771639,5.355555555555555,10.767449355432781,7.374209126253326,0,1,22,214.93666666666667,0.45333333333333337,48201,Harris,29.778683,-95.3505,2020-04-08 20:31:26,PurpleAir
51959,7.714963167587477,8.839373848987108,8.361573802541544,8.305303606372043,0,0,3,60.18000000000001,1.02,48201,Harris,29.797358,-95.48999,2020-04-09 21:09:22,PurpleAir
56059,8.173851851851852,9.255764272559853,8.65930516431925,8.696307096243652,0,1,3,54.11666666666666,1.02,48201,Harris,29.723648,-95.42064,2020-05-20 19:28:57,PurpleAir
96899,8.803370165745855,10.595414364640884,11.009914772727273,10.136233101038004,0,2,2,43.06666666666666,0.9633333333333334,48201,Harris,30.121622,-95.61119,2020-12-29 21:57:10,PurpleAir
97279,10.157265193370165,11.921471984805317,12.11931796349664,11.399351713890708,1,3,5,61.596666666666664,1.5866666666666667,48201,Harris,29.743322,-95.23209,2021-01-13 16:52:44,PurpleAir
98139,6.637513812154696,7.78352670349908,6.890960614793468,7.104000376815748,0,0,2,43.17999999999999,0.6233333333333333,48201,Harris,29.81888,-95.69566,2021-01-26 21:46:02,PurpleAir
98633,9.422476979742173,,,,0,1,4,43.349999999999994,1.7566666666666664,48201,Harris,29.705027,-95.15422,2021-02-01 21:16:31,PurpleAir
99171,,11.487992633517496,10.960224719101122,,0,2,10,68.62333333333333,1.643333333333333,48201,Harris,29.84179,-95.28896,2021-02-05 16:30:19,PurpleAir
99797,9.84450276243094,11.482357274401474,10.14427516158818,10.490378399473531,0,3,6,64.77,1.4733333333333332,48201,Harris,29.737322,-95.25296,2021-02-11 17:22:51,PurpleAir
100523,3.2393922651933704,2.7985819521178636,3.120257116620753,3.0527437779773288,0,0,2,61.99333333333333,0.22666666666666668,48201,Harris,29.582712,-95.11964,2021-03-02 19:05:19,PurpleAir
116073,4.097532228360958,4.979309392265193,4.573608815426997,4.55015014535105,0,0,0,34.0,0.17,48167,Galveston,29.463194,-95.04248,2021-07-22 22:51:19,PurpleAir
127441,,8.280101851851851,8.49100529100529,,0,0,4,61.31333333333333,0.11333333333333334,48201,Harris,29.809729,-95.280334,2021-09-14 01:25:57,PurpleAir
127451,5.783439306358381,,5.643291666666666,,0,0,1,54.28666666666667,0.22666666666666668,48201,Harris,29.778414,-95.35952,2021-09-14 01:32:07,PurpleAir
127463,5.950871794871794,7.202569444444445,6.753086053412463,6.635509097576235,0,0,1,40.68666666666667,0.22666666666666668,48201,Harris,29.803877,-95.30717,2021-09-14 02:10:28,PurpleAir
127973,5.4765472312703585,6.883434622467772,7.02966573816156,6.463215863966563,0,0,1,39.49666666666667,0.22666666666666668,48201,Harris,30.001331,-95.46131,2021-09-16 01:16:39,PurpleAir
128007,4.907543859649122,6.281792014856082,5.817777777777778,5.669037884094327,0,0,2,38.70333333333333,0.22666666666666668,48201,Harris,29.670757,-95.1453,2021-09-16 01:46:11,PurpleAir
133994,4.499677716390424,5.501675874769798,5.434848484848485,5.145400692002902,0,0,2,44.879999999999995,0.17,48201,Harris,29.741404,-95.33349,2021-10-20 19:25:40,PurpleAir
135062,,9.348040345821326,8.625386243386243,,0,1,5,67.66,1.19,48201,Harris,29.799835,-95.409004,2021-10-27 21:16:28,PurpleAir
148709,,11.179643916913946,10.393611111111111,,0,2,5,65.16666666666666,1.8133333333333335,48201,Harris,29.77624,-95.10313,2022-06-09 23:04:56,PurpleAir
151136,,3.258802946593002,2.04,,0,0,4,221.79333333333332,0.22666666666666668,48201,Harris,29.716719,-95.42141,2022-06-27 10:51:14,PurpleAir
155367,,,9.842195945945946,,0,1,2,48.05333333333333,1.6433333333333335,48201,Harris,29.822277,-95.42584,2022-07-18 21:38:56,PurpleAir
160853,,,8.638266666666667,,0,0,3,48.45,0.51,48157,Fort Bend,29.676828,-95.73,2022-08-30 19:47:04,PurpleAir
161141,,,8.179702564102564,,0,0,1,49.86666666666666,1.2466666666666668,48157,Fort Bend,29.55004,-95.68345,2022-09-01 19:38:55,PurpleAir
161159,,,9.145963791267306,,0,1,6,67.83,0.7366666666666667,48157,Fort Bend,29.57438,-95.584496,2022-09-01 19:39:10,PurpleAir
165203,,9.368416666666667,8.400404040404041,,0,1,4,39.27,0.7933333333333332,48201,Harris,30.023579,-95.45273,2022-09-29 21:44:38,PurpleAir
165687,,2.730644567219153,2.495206611570248,,0,0,0,17.68,0.22666666666666668,48157,Fort Bend,29.543049,-95.79809,2022-10-04 16:34:17,PurpleAir
166381,,,9.893706896551723,,0,1,2,45.05,1.36,48201,Harris,29.801435,-95.09357,2022-10-11 16:12:21,PurpleAir
166391,,,9.534430641821945,,0,1,3,40.29,1.8133333333333332,48201,Harris,29.79698,-95.07921,2022-10-11 16:12:38,PurpleAir
166399,,,9.782697495183044,,0,1,1,42.72666666666666,1.4166666666666665,48201,Harris,29.803095,-95.096,2022-10-11 16:12:47,PurpleAir
166421,,,12.039745762711863,,1,1,5,49.92333333333333,2.833333333333333,48201,Harris,29.82794,-95.283745,2022-10-11 16:19:13,PurpleAir
166435,,,11.0736815920398,,0,1,5,93.5,1.4733333333333332,48201,Harris,29.74531,-95.2333,2022-10-11 16:25:07,PurpleAir
166441,,,10.960394857667586,,0,1,3,45.9,2.55,48201,Harris,29.776548,-95.153625,2022-10-11 16:25:10,PurpleAir
173719,,8.142808988764045,8.116204986149585,,0,0,4,58.76333333333333,0.85,48201,Harris,29.775267,-95.693016,2022-12-22 22:08:58,PurpleAir
180145,,,3.686365663322185,,0,0,0,21.136666666666663,0.3966666666666666,48291,Liberty,30.0583,-94.9781,2023-04-28 22:04:11,PurpleAir
181765,,,11.890636277302942,,0,1,6,49.98,1.8133333333333332,48201,Harris,29.822308,-95.30618,2023-05-22 19:32:12,PurpleAir
186271,,,11.990826291079811,,0,1,8,48.22333333333333,1.87,48201,Harris,29.777805,-95.13781,2023-06-29 23:12:50,PurpleAir
186277,,,11.041949860724234,,0,1,3,50.03666666666666,1.643333333333333,48201,Harris,29.81704,-95.0665,2023-06-29 23:13:05,PurpleAir
186303,,,11.0844618599791,,0,1,2,49.24333333333333,1.643333333333333,48201,Harris,29.781633,-95.35113,2023-06-29 23:18:57,PurpleAir
186315,,,10.214046948356808,,0,1,3,51.11333333333333,1.36,48201,Harris,29.708698,-95.477104,2023-06-29 23:20:58,PurpleAir
186327,,,11.103572796934865,,0,1,3,61.370000000000005,1.8133333333333332,48201,Harris,29.79457,-95.14891,2023-06-29 23:22:53,PurpleAir
194469,,,9.775236768802229,,0,1,2,85.11333333333333,0.7366666666666666,48201,Harris,30.094578,-95.48181,2023-09-06 15:15:03,PurpleAir
199057,,,10.574700374531835,,0,1,2,45.163333333333334,0.85,48339,Montgomery,30.176702,-95.50417,2023-10-16 14:17:22,PurpleAir
208193,,,0.6805964912280702,,0,0,0,15.98,0.11333333333333334,48201,Harris,29.98417,-95.70338,2023-12-26 23:11:26,PurpleAir
208397,,,8.626491228070176,,0,0,2,41.99,1.1333333333333333,48201,Harris,29.5832,-95.03727,2023-12-27 16:46:07,PurpleAir
